NCBI,Final symbol,Human
LOC107392791,fyb (1 of 3),PRAM1
fyb,fyb (2 of 3),FYB
LOC107384446,fyb (3 of 3),FYB
LOC107391299,cebpb (1 of 3),CEBPB
LOC107382692,cebpb (2 of 3),CEBPE
LOC107393001,cebpb (3 of 3),
rpl34,rpl34,RPL34
csgr17h19orf60,csgr17h19orf60,C19orf60
neto1,neto1 (1 of 2),NETO1
LOC107384438,neto1 (2 of 2),NETO1
march9,march9 (1 of 2),MARCH9
LOC107385650,march9 (2 of 2),MARCH9
tpm4,tpm4 (1 of 2),TPM3
LOC107379239,tpm4 (2 of 2),TPM1
grk7,grk7 (1 of 2),GRK7
LOC107380487,grk7 (2 of 2),GRK7
LOC107373003,rasgrp3 (1 of 2),RASGRP3
LOC107374414,rasgrp3 (2 of 2),RASGRP3
LOC107381819,prmt3 (1 of 2),PRMT3
LOC107381820,prmt3 (2 of 2),PRMT3
LOC107389414,pax6 (1 of 4),PAX6
pax6,pax6 (2 of 4),PAX6
LOC107387981,pax6 (3 of 4),PAX6
LOC107389475,pax6 (4 of 4),PAX6
onecut2,onecut2 (1 of 2),ONECUT2
LOC107379222,onecut2 (2 of 2),ONECUT2
ncan,ncan (1 of 5),NCAN
LOC107384087,ncan (2 of 5),NCAN
LOC107379100,ncan (3 of 5),NCAN
LOC107376776,ncan (4 of 5),NCAN
LOC107391412,ncan (5 of 5),NCAN
socs5,socs5 (1 of 2),SOCS5
LOC107380111,socs5 (2 of 2),SOCS5
tc2n,tc2n,TC2N
phf3,phf3,PHF3
LOC107390541,myt1 (1 of 2),MYT1
LOC107396515,myt1 (2 of 2),MYT1
cdkl1,cdkl1,CDKL1
efcab7,efcab7,EFCAB7
ube2j1,ube2j1,UBE2J1
lmo3,lmo3,LMO1
LOC107377276,efs,NEDD9
hcrt,hcrt,HCRT
ube2g1,ube2g1 (1 of 2),UBE2G1
LOC107393496,ube2g1 (2 of 2),UBE2G1
bbs1,bbs1,BBS1
stk16,stk16,STK16
prr15l,prr15l,PRR15L
bsnd,bsnd,BSND
LOC107395586,c1orf216,C1orf216
arl14ep,arl14ep,ARL14EP
LOC107391852,papln (1 of 6),PAPLN
LOC107377635,papln (2 of 6),PAPLN
LOC107377466,papln (3 of 6),PAPLN
LOC107391851,papln (4 of 6),PAPLN
LOC107378673,papln (5 of 6),
LOC107378675,papln (6 of 6),NEO1
eomes,eomes (1 of 2),EOMES
LOC107394550,eomes (2 of 2),EOMES
rnf103,rnf103,RNF103
kcnn1,kcnn1 (1 of 2),KCNN2
LOC107394574,kcnn1 (2 of 2),KCNN3
LOC107372948,ccnj (1 of 2),CCNJ
LOC107374028,ccnj (2 of 2),CCNJ
prkar2a,prkar2a (1 of 2),PRKAR2A
LOC107395124,prkar2a (2 of 2),PRKAR2A
LOC107377144,ndrg2,NDRG2
mtfmt,mtfmt,MTFMT
heatr5b,heatr5b,HEATR5B
bsdc1,bsdc1,BSDC1
adgra2,adgra2,ADGRA2
LOC107388922,LOC107388922,
LOC107394702,pard6g,PARD6G
ggt7,ggt7 (1 of 2),GGT7
LOC107385872,ggt7 (2 of 2),GGT7
LOC107385909,LOC107385909,C1orf74
inpp4a,inpp4a (1 of 2),INPP4A
LOC107377187,inpp4a (2 of 2),INPP4A
cbx6,cbx6,CBX6
LOC107376223,LOC107376223,
tulp1,tulp1,TULP1
gosr1,gosr1 (1 of 2),GOSR1
LOC107386897,gosr1 (2 of 2),GOSR1
LOC107390293,gh1 (1 of 2),GH1
LOC107396211,gh1 (2 of 2),GH1
LOC107375097,uqcrq,UQCRQ
ncapg,ncapg,NCAPG
smug1,smug1,SMUG1
LOC107373965,glipr1 (1 of 2),GLIPR1L1
LOC107373089,glipr1 (2 of 2),GLIPR1
rad17,rad17,RAD17
sox4,sox4 (1 of 2),SOX4
LOC107383169,sox4 (2 of 2),SOX4
snx13,snx13,SNX13
LOC107389884,or51e1,OR51E1
acy1,acy1,ACY1
rhbdl3,rhbdl3,RHBDL1
LOC107387196,gria4 (1 of 2),GRIA4
LOC107380443,gria4 (2 of 2),GRIA4
LOC107392657,rnf220 (1 of 2),RNF220
LOC107384215,rnf220 (2 of 2),RNF220
negr1,negr1,NEGR1
LOC107383400,trim63,TRIM55
fgl1,fgl1,FGL1
LOC107384745,LOC107384745,
ube2n,ube2n (1 of 2),UBE2N
LOC107384852,ube2n (2 of 2),UBE2N
ism1,ism1,ISM1
gpr155,gpr155 (1 of 2),GPR155
LOC107375904,gpr155 (2 of 2),GPR155
tmem230,tmem230 (1 of 2),TMEM230
LOC107374056,tmem230 (2 of 2),TMEM230
pparg,pparg,PPARG
smndc1,smndc1,SMNDC1
cilp,cilp,CILP
celsr2,celsr2 (1 of 2),CELSR2
LOC107379286,celsr2 (2 of 2),CELSR1
cptp,cptp (1 of 3),CPTP
LOC107386506,cptp (2 of 3),CPTP
LOC107396733,cptp (3 of 3),CPTP
LOC107395041,LOC107395041,
LOC107384589,adgrg7,ADGRG7
aif1l,aif1l,AIF1L
spry2,spry2,SPRY2
emilin2,emilin2 (1 of 2),EMILIN2
LOC107383781,emilin2 (2 of 2),EMILIN2
cpn1,cpn1,CPN1
kiaa0232,kiaa0232,KIAA0232
LOC107390288,nmi,NMI
LOC107388450,cox5a (1 of 2),COX5A
LOC107382043,cox5a (2 of 2),COX5A
bod1l1,bod1l1,BOD1L1
plaa,plaa,PLAA
pgp,pgp,PGP
tcaim,tcaim,TCAIM
LOC107380889,dmd (1 of 3),DMD
LOC107380845,dmd (2 of 3),DMD
LOC107396759,dmd (3 of 3),DMD
neurod6,neurod6,NEUROD6
rcbtb2,rcbtb2,RCBTB2
kpna5,kpna5,KPNA5
LOC107392487,inafm1,INAFM1
adamtsl5,adamtsl5,ADAMTSL5
gale,gale,GALE
gpr12,gpr12 (1 of 2),GPR12
LOC107376996,gpr12 (2 of 2),GPR12
sh3bp2,sh3bp2,SH3BP2
ublcp1,ublcp1,UBLCP1
LOC107379484,pianp,
LOC107374178,hydin (1 of 3),HYDIN
LOC107383621,hydin (2 of 3),HYDIN
LOC107376864,hydin (3 of 3),
csgr04h1orf198,csgr04h1orf198,C1orf198
LOC107375944,chrm3 (1 of 2),CHRM3
LOC107395176,chrm3 (2 of 2),CHRM3
LOC107389858,gpr89b,GPR89A
ubap1,ubap1,UBAP1
LOC107379130,rpz4,
LOC107387703,gna13 (1 of 2),GNA13
LOC107391564,gna13 (2 of 2),GNA13
arhgef38,arhgef38,ARHGEF38
LOC107374266,ehmt1 (1 of 2),EHMT1
LOC107375115,ehmt1 (2 of 2),EHMT1
LOC107397002,vrk2,VRK2
srrm3,srrm3,SRRM3
lamtor4,lamtor4,LAMTOR4
LOC107384253,znf71 (1 of 3),ZNF658
LOC107374003,znf71 (2 of 3),ZNF84
LOC107372498,znf71 (3 of 3),ZNF71
tk1,tk1,TK1
snx2,snx2,SNX2
gja5,gja5 (1 of 2),GJA5
LOC107376139,gja5 (2 of 2),GJA5
nhlrc2,nhlrc2,NHLRC2
LOC107373736,LOC107373736,
ankfy1,ankfy1,ANKFY1
plppr4,plppr4 (1 of 2),PLPPR4
LOC107384361,plppr4 (2 of 2),PLPPR4
donson,donson,DONSON
hnf1a,hnf1a,HNF1A
LOC107375941,actn2,ACTN2
pitx1,pitx1,PITX1
cog6,cog6,COG6
LOC107386477,bco2 (1 of 3),BCO2
LOC107393786,bco2 (2 of 3),BCO2
bco2,bco2 (3 of 3),BCO2
LOC107395323,clvs1,CLVS1
hace1,hace1,HACE1
LOC107395929,LOC107395929,
csgr10h1orf116,csgr10h1orf116,C1orf116
LOC107388492,LOC107388492,
kat2a,kat2a,KAT2A
kif26b,kif26b (1 of 3),KIF26B
LOC107378231,kif26b (2 of 3),KIF26B
LOC107378256,kif26b (3 of 3),KIF26B
LOC107372676,ccdc80 (1 of 2),CCDC80
LOC107389522,ccdc80 (2 of 2),CCDC80
LOC107380535,cpxm1 (1 of 2),CPXM2
LOC107391873,cpxm1 (2 of 2),CPXM1
cep295,cep295,CEP295
LOC107391461,srrm5 (1 of 2),MECP2
LOC107373094,srrm5 (2 of 2),ADPRHL1
polrmt,polrmt,POLRMT
itpr3,itpr3,ITPR3
med17,med17,MED17
tm4sf5,tm4sf5 (1 of 4),TM4SF5
LOC107386493,tm4sf5 (2 of 4),TM4SF1
LOC107386492,tm4sf5 (3 of 4),TM4SF1
LOC107384504,tm4sf5 (4 of 4),TM4SF5
ccdc86,ccdc86,CCDC86
spc24,spc24,SPC24
LOC107396140,ppm1f,PPM1F
nodal,nodal (1 of 3),NODAL
LOC107394212,nodal (2 of 3),NODAL
LOC107374881,nodal (3 of 3),NODAL
sap130,sap130,SAP130
supt3h,supt3h,SUPT3H
palb2,palb2,PALB2
cep55,cep55,CEP55
kcnh5,kcnh5 (1 of 2),KCNH5
LOC107377579,kcnh5 (2 of 2),KCNH5
LOC107395009,LOC107395009,
tlr2,tlr2 (1 of 2),TLR2
LOC107395103,tlr2 (2 of 2),TLR2
fkrp,fkrp,FKRP
LOC107375055,mbd2,MBD2
LOC107386297,auts2,AUTS2
LOC107378252,fam49a (1 of 2),FAM49A
LOC107383208,fam49a (2 of 2),FAM49A
glrx2,glrx2,GLRX2
zdhhc23,zdhhc23 (1 of 2),ZDHHC23
LOC107386419,zdhhc23 (2 of 2),ZDHHC23
fam98a,fam98a,FAM98A
LOC107391517,sulf2 (1 of 2),SULF2
LOC107385878,sulf2 (2 of 2),SULF2
tspan4,tspan4 (1 of 3),CD53
LOC107381782,tspan4 (2 of 3),TSPAN4
LOC107391587,tspan4 (3 of 3),TSPAN9
dph5,dph5,DPH5
lrpprc,lrpprc,LRPPRC
kcnmb4,kcnmb4,KCNMB4
LOC107383350,prr15,PRR15
fcho2,fcho2,FCHO2
rprm,rprm (1 of 2),RPRM
LOC107378582,rprm (2 of 2),RPRM
cops7a,cops7a,COPS7A
rgcc,rgcc,RGCC
LOC107392083,plppr3 (1 of 3),PLPPR3
LOC107374281,plppr3 (2 of 3),PLPPR3
LOC107374605,plppr3 (3 of 3),PLPPR4
LOC107384301,slc25a30,SLC25A30
pou2f1,pou2f1,POU2F1
sncb,sncb,SNCB
iglon5,iglon5,IGLON5
LOC107395053,jam3a,CH507-9B2.1
LOC107394780,ahdc1,AHDC1
ccdc65,ccdc65,CCDC65
mrps18b,mrps18b,MRPS18B
ppp2r3c,ppp2r3c,PPP2R3C
mrps11,mrps11,MRPS11
crip1,crip1,CRIP1
vps9d1,vps9d1,VPS9D1
LOC107386815,or4k3,OR52D1
abcc10,abcc10,ABCC10
trmt1,trmt1,TRMT1
LOC107378200,hey2 (1 of 2),HEY2
LOC107384909,hey2 (2 of 2),HES5
LOC107384425,aqp1 (1 of 2),AQP1
LOC107383844,aqp1 (2 of 2),AQP1
shc1,shc1,SHC1
LOC107372593,orc1 (1 of 2),ORC1
LOC107395688,orc1 (2 of 2),ORC1
LOC107375515,cyp1b1,CYP1B1
alg14,alg14,ALG14
golga4,golga4 (1 of 3),GOLGA4
LOC107392079,golga4 (2 of 3),CEP290
LOC107376664,golga4 (3 of 3),MPRIP
LOC107385277,kcnab2 (1 of 3),KCNAB2
LOC107386434,kcnab2 (2 of 3),KCNAB3
LOC107390596,kcnab2 (3 of 3),AKR1B10
LOC107393079,LOC107393079,
LOC107385415,uqcrc1,UQCRC1
LOC107373859,pcdha7,PCDHA7
aldh5a1,aldh5a1,ALDH5A1
LOC107374653,cenpb,
emc4,emc4,EMC4
LOC107395439,clasp1 (1 of 3),CLASP1
clasp1,clasp1 (2 of 3),CLASP1
LOC107384569,clasp1 (3 of 3),CLASP1
znf385a,znf385a (1 of 2),ZNF385A
LOC107385622,znf385a (2 of 2),ZNF385A
LOC107394731,klhl38,KLHL38
LOC107380885,cyp4f3,CYP4F22
LOC107394569,celf3 (1 of 2),CELF3
LOC107379582,celf3 (2 of 2),CELF3
LOC107375580,LOC107375580,
dnajc17,dnajc17,DNAJC17
g6pc,g6pc (1 of 2),G6PC
LOC107387634,g6pc (2 of 2),G6PC
cytl1,cytl1 (1 of 2),CYTL1
LOC107386788,cytl1 (2 of 2),CYTL1
hoxa3,hoxa3,HOXA3
pet100,pet100,PET100
LOC107385403,apcdd1 (1 of 2),APCDD1L
LOC107383547,apcdd1 (2 of 2),APCDD1
sema4d,sema4d (1 of 3),SEMA4D
LOC107384134,sema4d (2 of 3),SEMA4D
LOC107393356,sema4d (3 of 3),SEMA4D
kif6,kif6,KIF6
osr2,osr2,OSR2
LOC107393109,LOC107393109,
fkbpl,fkbpl,FKBPL
slc5a1,slc5a1,SLC5A1
LOC107380962,gca,GCA
cers6,cers6,CERS6
n4bp2,n4bp2,N4BP2
sin3b,sin3b,SIN3B
bad,bad,BAD
purb,purb (1 of 2),PURB
LOC107386216,purb (2 of 2),PURB
tubgcp3,tubgcp3,TUBGCP3
hmgxb3,hmgxb3 (1 of 4),HMGXB3
LOC107373327,hmgxb3 (2 of 4),HMGXB3
LOC107374807,hmgxb3 (3 of 4),HMGXB3
LOC107374400,hmgxb3 (4 of 4),HMGXB3
vapa,vapa,VAPA
acbd6,acbd6,ACBD6
zbtb41,zbtb41,ZBTB41
anks3,anks3,ANKS3
gtf3c2,gtf3c2,GTF3C2
LOC107397033,mmp17 (1 of 3),MMP17
LOC107387982,mmp17 (2 of 3),MMP17
LOC107395414,mmp17 (3 of 3),MMP17
copa,copa,COPA
adm,adm (1 of 2),ADM
LOC107373688,adm (2 of 2),ADM
nucks1,nucks1,NUCKS1
ca14,ca14 (1 of 2),CA14
LOC107373389,ca14 (2 of 2),CA14
nr2c2,nr2c2,NR2C2
LOC107395766,ppp1r3e,PPP1R3D
cnot11,cnot11,CNOT11
rpl21,rpl21,RPL21
LOC107390476,nxnl1 (1 of 2),NXNL1
LOC107390483,nxnl1 (2 of 2),NXNL1
prrc2c,prrc2c,PRRC2C
tada2a,tada2a,TADA2A
LOC107395854,LOC107395854,
LOC107391695,cox8a (1 of 2),COX8A
LOC107389508,cox8a (2 of 2),COX8A
fanca,fanca,FANCA
LOC107394531,ddah2,DDAH2
raver2,raver2,RAVER2
LOC107382557,LOC107382557,
LOC107394455,pmm2,PMM2
usp38,usp38,USP38
ldah,ldah,LDAH
sf3b2,sf3b2,SF3B2
LOC107376326,LOC107376326,
abhd18,abhd18,ABHD18
nr5a2,nr5a2 (1 of 3),NR5A2
LOC107394857,nr5a2 (2 of 3),NR5A2
LOC107378339,nr5a2 (3 of 3),NR5A2
arpc2,arpc2,ARPC2
tfb2m,tfb2m,TFB2M
lrrc1,lrrc1,LRRC1
kcnq4,kcnq4 (1 of 2),KCNQ4
LOC107396938,kcnq4 (2 of 2),KCNQ5
telo2,telo2,TELO2
mmel1,mmel1,MMEL1
samm50,samm50 (1 of 2),SAMM50
LOC107381770,samm50 (2 of 2),SAMM50
malt1,malt1 (1 of 3),MALT1
LOC107393176,malt1 (2 of 3),MALT1
LOC107388789,malt1 (3 of 3),MALT1
LOC107378104,mga (1 of 3),MGA
mga,mga (2 of 3),MGA
LOC107378105,mga (3 of 3),MGA
nudt2,nudt2,NUDT2
idi1,idi1,IDI1
mrpl49,mrpl49,MRPL49
LOC107384293,il5ra,IL5RA
LOC107393335,slc25a42 (1 of 2),SLC25A42
LOC107384089,slc25a42 (2 of 2),SLC25A42
fmnl2,fmnl2 (1 of 3),FMNL2
LOC107380841,fmnl2 (2 of 3),FMNL2
LOC107378469,fmnl2 (3 of 3),FMNL2
mrpl14,mrpl14,MRPL14
cdc37l1,cdc37l1,CDC37L1
hells,hells,HELLS
nphp4,nphp4,NPHP4
hsdl2,hsdl2,HSDL2
LOC107383968,eif4g1 (1 of 2),EIF4G1
eif4g1,eif4g1 (2 of 2),EIF4G1
gnl3l,gnl3l,GNL3L
LOC107397060,ccdc74a,CCDC74B
prtg,prtg (1 of 2),PRTG
LOC107388508,prtg (2 of 2),PRTG
mn1,mn1,MN1
LOC107377655,kcnf1 (1 of 2),KCNF1
kcnf1,kcnf1 (2 of 2),KCNF1
dkc1,dkc1,DKC1
tns2,tns2 (1 of 2),TNS2
LOC107391344,tns2 (2 of 2),TNS2
gpr50,gpr50,MTNR1A
fam19a2,fam19a2 (1 of 4),FAM19A2
LOC107390930,fam19a2 (2 of 4),FAM19A2
LOC107396426,fam19a2 (3 of 4),FAM19A2
LOC107385055,fam19a2 (4 of 4),FAM19A2
dpp9,dpp9 (1 of 3),DPP9
LOC107372322,dpp9 (2 of 3),DPP9
LOC107395657,dpp9 (3 of 3),DPP9
fam98b,fam98b (1 of 2),FAM98B
LOC107380362,fam98b (2 of 2),FAM98C
osbpl6,osbpl6,OSBPL6
hnf4g,hnf4g (1 of 2),HNF4G
LOC107381564,hnf4g (2 of 2),HNF4G
pcsk1,pcsk1,PCSK1
prkcq,prkcq,PRKCQ
sapcd2,sapcd2,SAPCD2
smyd3,smyd3,SMYD3
nudt9,nudt9,NUDT9
LOC107377829,rgs6 (1 of 2),RGS7
LOC107392431,rgs6 (2 of 2),RGS7
pcp4,pcp4,PCP4
LOC107386211,fam160b2,FAM160B2
evx2,evx2,EVX2
LOC107386135,LOC107386135,CTC-534A2.2
cpd,cpd,CPD
csgr19h1orf43,csgr19h1orf43,C1orf43
fbln5,fbln5,FBLN5
ptcd3,ptcd3,PTCD3
nudcd3,nudcd3,NUDCD3
klhl31,klhl31 (1 of 2),KLHL31
LOC107394930,klhl31 (2 of 2),KLHL31
foxn1,foxn1,FOXN1
pwwp2a,pwwp2a,PWWP2A
cxcl12,cxcl12 (1 of 2),CXCL12
LOC107390623,cxcl12 (2 of 2),CXCL12
smpdl3b,smpdl3b,SMPDL3B
rgl4,rgl4,RGL1
pm20d1,pm20d1,PM20D1
alkbh3,alkbh3,ALKBH3
tbc1d10a,tbc1d10a (1 of 2),TBC1D10A
LOC107373051,tbc1d10a (2 of 2),TBC1D10A
rgs7,rgs7,RGS7
atg10,atg10,ATG10
LOC107386215,ckap2 (1 of 2),CKAP2L
LOC107386018,ckap2 (2 of 2),CKAP2
ankh,ankh,ANKH
nfatc2ip,nfatc2ip,NFATC2IP
anxa1,anxa1 (1 of 2),ANXA1
LOC107375106,anxa1 (2 of 2),ANXA1
casp7,casp7,CASP7
scly,scly,SCLY
veph1,veph1,VEPH1
xkr7,xkr7 (1 of 2),XKR7
LOC107389463,xkr7 (2 of 2),XKR7
lmnb1,lmnb1,LMNB1
usp42,usp42,USP42
yeats2,yeats2,YEATS2
dnajb6,dnajb6,DNAJB6
dicer1,dicer1,DICER1
vps13a,vps13a,VPS13A
sars,sars,SARS
cd27,cd27,CD27
csgr04h1orf131,csgr04h1orf131,C1orf131
dido1,dido1 (1 of 2),DIDO1
LOC107391153,dido1 (2 of 2),DIDO1
LOC107377354,mzf1 (1 of 3),ZNF732
LOC107395596,mzf1 (2 of 3),MZF1
LOC107376851,mzf1 (3 of 3),ZNF732
agpat5,agpat5,AGPAT5
draxin,draxin,DRAXIN
LOC107389690,b3galt2 (1 of 4),B3GALT2
LOC107393016,b3galt2 (2 of 4),B3GALT2
LOC107389699,b3galt2 (3 of 4),B3GALT2
LOC107395246,b3galt2 (4 of 4),B3GALT2
tenm1,tenm1,TENM1
LOC107382293,LOC107382293,
gpat4,gpat4 (1 of 2),GPAT4
LOC107373223,gpat4 (2 of 2),GPAT4
ankrd46,ankrd46,ANKRD46
tjp2,tjp2,TJP2
LOC107376365,ctsd (1 of 2),CTSD
LOC107382058,ctsd (2 of 2),CTSD
pld3,pld3 (1 of 2),PLD3
LOC107377598,pld3 (2 of 2),PLD3
gskip,gskip,GSKIP
LOC107393628,tmem132d (1 of 5),TMEM132C
LOC107393823,tmem132d (2 of 5),TMEM132C
LOC107395432,tmem132d (3 of 5),TMEM132D
LOC107395423,tmem132d (4 of 5),TMEM132D
LOC107394327,tmem132d (5 of 5),TMEM132C
hrh1,hrh1,HRH1
LOC107382471,tgif1,TGIF1
setd3,setd3,SETD3
psmd7,psmd7,PSMD7
atxn1l,atxn1l,ATXN1L
eef1d,eef1d (1 of 2),EEF1D
LOC107383805,eef1d (2 of 2),EEF1D
copg2,copg2,COPG2
csgr06h19orf47,csgr06h19orf47,C19orf47
slc6a15,slc6a15 (1 of 3),SLC6A15
LOC107376652,slc6a15 (2 of 3),SLC6A15
LOC107388084,slc6a15 (3 of 3),SLC6A15
helt,helt,HELT
mettl12,mettl12,METTL12
kiaa0513,kiaa0513,KIAA0513
LOC107388220,tef (1 of 3),TEF
LOC107376320,tef (2 of 3),HLF
LOC107394395,tef (3 of 3),HLF
vax2,vax2,VAX2
rfx2,rfx2,RFX2
LOC107373195,f13b (1 of 2),CFH
LOC107395247,f13b (2 of 2),CFH
csgr09h6orf136,csgr09h6orf136,C6orf136
daw1,daw1,DAW1
dus3l,dus3l,DUS3L
LOC107396802,bmpr1a,BMPR1A
slc17a6,slc17a6 (1 of 2),SLC17A6
LOC107381463,slc17a6 (2 of 2),SLC17A6
tinagl1,tinagl1,TINAGL1
fam167b,fam167b,FAM167A
LOC107376912,ovol1,OVOL1
ltbp2,ltbp2 (1 of 2),LTBP2
LOC107379874,ltbp2 (2 of 2),LTBP2
LOC107380556,or52z1,OR52B2
asb1,asb1,ASB1
LOC107390250,taar6 (1 of 3),TAAR6
LOC107384594,taar6 (2 of 3),TAAR6
LOC107374484,taar6 (3 of 3),TAAR6
LOC107390844,dtx3 (1 of 2),DTX3
LOC107390843,dtx3 (2 of 2),DTX3
npm3,npm3,NPM3
mlycd,mlycd,MLYCD
ivns1abp,ivns1abp,IVNS1ABP
LOC107388361,ppp1r15a,PPP1R15B
LOC107379790,kcnk6,KCNK6
LOC107396572,prdm5 (1 of 2),PRDM5
LOC107373610,prdm5 (2 of 2),PRDM5
LOC107390586,lbp,LBP
prox2,prox2,PROX1
LOC107385382,tfap2c (1 of 2),TFAP2C
LOC107385189,tfap2c (2 of 2),TFAP2C
rfc5,rfc5,RFC5
agbl5,agbl5,AGBL5
LOC107390558,npbwr2,NPBWR1
LOC107379255,clec17a (1 of 7),CLEC17A
LOC107396782,clec17a (2 of 7),CLEC17A
LOC107394775,clec17a (3 of 7),CLEC17A
LOC107374252,clec17a (4 of 7),CLEC17A
LOC107389451,clec17a (5 of 7),CD209
LOC107391707,clec17a (6 of 7),CLEC17A
LOC107392391,clec17a (7 of 7),CLEC17A
tmem38a,tmem38a,TMEM38A
kif1b,kif1b,KIF1B
tyro3,tyro3 (1 of 2),TYRO3
LOC107384715,tyro3 (2 of 2),TYRO3
med25,med25,MED25
actr5,actr5,ACTR5
LOC107375531,muc4,SUSD2
LOC107392186,bdkrb2 (1 of 4),BDKRB2
LOC107392184,bdkrb2 (2 of 4),BDKRB2
LOC107392056,bdkrb2 (3 of 4),BDKRB2
LOC107392185,bdkrb2 (4 of 4),BDKRB2
LOC107391663,LOC107391663,
kif13b,kif13b (1 of 2),KIF13B
LOC107397337,kif13b (2 of 2),KIF13B
LOC107383163,p2ry13 (1 of 3),P2RY12
LOC107383002,p2ry13 (2 of 3),P2RY12
LOC107383165,p2ry13 (3 of 3),P2RY13
kcnk5,kcnk5 (1 of 2),KCNK5
LOC107378668,kcnk5 (2 of 2),KCNK5
LOC107380128,slc47a1 (1 of 5),SLC47A1
LOC107386999,slc47a1 (2 of 5),SLC47A1
LOC107380126,slc47a1 (3 of 5),SLC47A1
LOC107390058,slc47a1 (4 of 5),SLC47A1
LOC107380127,slc47a1 (5 of 5),SLC47A1
LOC107396792,homer3 (1 of 2),HOMER3
homer3,homer3 (2 of 2),HOMER3
LOC107377947,brf1 (1 of 2),BRF1
LOC107391633,brf1 (2 of 2),BRF1
cir1,cir1,CIR1
dnajc6,dnajc6,DNAJC6
LOC107375819,slc29a1 (1 of 2),SLC29A1
LOC107395000,slc29a1 (2 of 2),SLC29A1
LOC107379267,bcan,BCAN
LOC107394948,cdk5r1 (1 of 3),CDK5R1
LOC107376207,cdk5r1 (2 of 3),CDK5R1
cdk5r1,cdk5r1 (3 of 3),CDK5R1
hoxb6,hoxb6 (1 of 2),HOXB6
LOC107391820,hoxb6 (2 of 2),HOXB6
abtb1,abtb1,ABTB1
rhobtb3,rhobtb3,RHOBTB3
LOC107389424,or10j4,OR52E4
LOC107392689,hrasls (1 of 2),HRASLS
LOC107384626,hrasls (2 of 2),RARRES3
sympk,sympk,SYMPK
dnajc4,dnajc4,DNAJC4
LOC107376913,ptgdr2 (1 of 2),PTGDR2
LOC107393610,ptgdr2 (2 of 2),PTGDR2
svbp,svbp,SVBP
LOC107393595,lrrtm4 (1 of 4),LRRTM4
lrrtm4,lrrtm4 (2 of 4),LRRTM4
LOC107396394,lrrtm4 (3 of 4),LRRTM4
LOC107396257,lrrtm4 (4 of 4),LRRTM4
thrb,thrb,THRB
rcc1,rcc1,RCC1
LOC107396895,znf527,ZNF732
gnl2,gnl2,GNL2
LOC107376594,LOC107376594,
ilf2,ilf2,ILF2
LOC107384472,fam159a,FAM159A
LOC107375145,rilpl1 (1 of 2),RILPL1
LOC107394209,rilpl1 (2 of 2),RILPL1
LOC107385369,necab1 (1 of 3),NECAB1
LOC107390721,necab1 (2 of 3),NECAB1
LOC107397255,necab1 (3 of 3),NECAB1
ift81,ift81,IFT81
vwc2l,vwc2l,VWC2L
LOC107382523,myl12a (1 of 2),MYL12B
LOC107383785,myl12a (2 of 2),MYL12B
LOC107388317,ednrb (1 of 5),EDNRA
LOC107384300,ednrb (2 of 5),EDNRB
LOC107389954,ednrb (3 of 5),EDNRB
LOC107376805,ednrb (4 of 5),EDNRA
LOC107375731,ednrb (5 of 5),EDNRB
map4k5,map4k5 (1 of 3),MAP4K5
LOC107379771,map4k5 (2 of 3),MAP4K5
LOC107374610,map4k5 (3 of 3),MAP4K5
LOC107388206,gdf10 (1 of 2),GDF10
LOC107375639,gdf10 (2 of 2),GDF10
limk1,limk1 (1 of 2),LIMK1
LOC107380372,limk1 (2 of 2),LIMK1
LOC107383427,pfkp (1 of 2),PFKP
LOC107382658,pfkp (2 of 2),PFKP
LOC107393073,cyld (1 of 4),CYLD
LOC107385871,cyld (2 of 4),CYLD
cyld,cyld (3 of 4),CYLD
LOC107376989,cyld (4 of 4),CYLD
LOC107391183,or51f2,OR51F2
enosf1,enosf1,ENOSF1
LOC107375354,pmch,PMCH
haus2,haus2,HAUS2
zdhhc4,zdhhc4,ZDHHC4
LOC107388967,LOC107388967,
nsmce1,nsmce1,NSMCE1
LOC107384345,kcnb2 (1 of 2),KCNB2
kcnb2,kcnb2 (2 of 2),KCNB2
rnpc3,rnpc3 (1 of 2),RNPC3
LOC107386000,rnpc3 (2 of 2),RNPC3
LOC107392093,pls1,PLS1
alg3,alg3,ALG3
kiaa1143,kiaa1143,KIAA1143
igdcc4,igdcc4,IGDCC4
LOC107389975,npy2r (1 of 5),NPFFR2
npy2r,npy2r (2 of 5),NPY2R
LOC107395438,npy2r (3 of 5),NPY2R
LOC107393647,npy2r (4 of 5),NPY2R
LOC107385956,npy2r (5 of 5),VN1R2
LOC107377464,prkg1 (1 of 4),PRKG2
LOC107376029,prkg1 (2 of 4),PRKG1
prkg1,prkg1 (3 of 4),PRKG1
LOC107393757,prkg1 (4 of 4),PRKG1
LOC107376137,epas1 (1 of 2),EPAS1
epas1,epas1 (2 of 2),EPAS1
LOC107378820,mc5r,MC5R
toe1,toe1,TOE1
LOC107386338,ska2,SKA2
LOC107387074,dcx (1 of 2),DCLK1
dcx,dcx (2 of 2),DCX
mak,mak,MAK
LOC107373933,LOC107373933,
plekhb2,plekhb2 (1 of 2),PLEKHB2
LOC107379823,plekhb2 (2 of 2),SKAP2
LOC107394085,cbwd1,CBWD1
rnf43,rnf43,RNF43
dgkk,dgkk,DGKD
sult6b1,sult6b1,SULT6B1
dnajc10,dnajc10,DNAJC10
