ncbi	human
etv1	ETV1
pnmt	PNMT
eps15l1	EPS15L1
st8sia5	ST8SIA5
LOC107396920	SMPD3
chst2	CHST2
LOC107387197	YWHAE
zfyve9	ZFYVE9
pgpep1	PGPEP1
LOC107386922	SRGAP1
cep162	CEP162
creb5	CREB5
znf804b	ZNF804A
guca1a	GUCA1A
crcp	CRCP
ubxn1	UBXN1
pbld	PBLD
vegfb	VEGFA
LOC107391811	PRR12
scarb2	SCARB2
LOC107378295	TECR
LOC107394113	ABCG1
LOC107380227	FHDC1
l3mbtl2	L3MBTL2
plscr3	PLSCR1
LOC107382595	CD38
LOC107373641	ASTL
LOC107392438	SUSD6
LOC107376162	HLA-DPB1
LOC107374805	SPATA5
otog	OTOG
mea1	MEA1
LOC107379694	CCDC106
LOC107390911	HOXC5
LOC107388775	ERN1
cdh24	CDH24
sphk2	SPHK2
LOC107397262	TNIP1
grpel1	GRPEL1
LOC107389374	NABP1
plod2	PLOD2
LOC107392989	FNDC7
LOC107379864	RP11-514O12.4
LOC107373582	ZMIZ1
nol9	NOL9
LOC107388208	RBP3
pdpr	PDPR
LOC107382226	RAB3D
LOC107393932	EML6
LOC107394684	YWHAB
LOC107374468	RASGRF2
LOC107389662	CYP27A1
fh	FH
LOC107374003	ZNF84
LOC107393299	MBD3
LOC107392649	KLHL23
LOC107389280	CHST5
LOC107376319	MZF1
rnf150	RNF150
LOC107383045	CCDC106
pcyt1a	PCYT1A
LOC107397053	MAPK11
rbm20	RBM20
nxph1	NXPH1
LOC107381667	STIM2
foxo1	FOXO1
LOC107395671	PRF1
npc1l1	NPC1L1
ldlr	LDLR
snap25	SNAP25
LOC107373305	CRP
LOC107395207	ABCD3
cstf1	CSTF1
ero1b	ERO1B
LOC107375952	FAM13A
pou1f1	POU1F1
rab11fip5	RAB11FIP5
tsc2	TSC2
wdr7	WDR7
hlcs	HLCS
cldn15	CLDN15
reln	RELN
cd247	CD247
LOC107374579	PLAUR
rerg	RERG
dhx35	DHX35
LOC107379125	RAB11A
LOC107379571	PRKCA
lhx6	LHX6
stmnd1	STMND1
LOC107394479	DUSP11
gxylt2	GXYLT2
LOC107377945	ZP2
dhrs3	DHRS3
spire1	SPIRE1
fastkd3	FASTKD3
LOC107395532	PTPRN2
LOC107383046	ANXA13
LOC107388768	C2CD4C
tpo	TPO
LOC107379530	ACKR4
LOC107391152	SULT1C3
enpep	ENPEP
LOC107372497	CACNA1D
ddx39a	DDX39B
LOC107386107	FBP2
LOC107386024	OPCML
nsfl1c	NSFL1C
tmem167b	TMEM167B
vmp1	VMP1
cdc73	CDC73
rer1	RER1
LOC107373085	ELP4
lysmd3	LYSMD3
spag6	SPAG6
LOC107384254	DCLK3
LOC107374480	CNTN2
ran	RAN
LOC107380597	CASR
LOC107376557	TOM1L2
chst15	CHST15
LOC107386489	PTN
LOC107374612	CAND1
LOC107390280	FER1L6
LOC107380607	CASR
atrnl1	ATRNL1
atxn10	ATXN10
arg2	ARG2
map1s	MAP1S
LOC107384657	IMPG2
LOC107392671	CLDN19
gab2	GAB2
usp20	USP20
crtc1	CRTC1
nmt2	NMT2
LOC107379425	ARHGEF5
LOC107377467	CILP2
hltf	HLTF
LOC107394356	PTPRU
tshr	TSHR
gpr160	GPR160
LOC107391819	HOXB3
syne2	SYNE2
LOC107389080	MSLNL
actl6a	ACTL6A
LOC107375885	MAL
elac1	ELAC1
shf	SHF
actb	ACTG1
neurl2	NEURL2
LOC107374124	PRSS1
LOC107380104	PROM1
tmprss7	TMPRSS7
pcmt1	PCMT1
srm	SRM
lama5	LAMA5
LOC107377588	ABHD3
LOC107394518	CSNK2B
LOC107375318	SLC22A7
LOC107394483	LINC00493
nlrc5	NLRC5
dbt	DBT
jazf1	JAZF1
znf346	ZNF346
fosl1	FOSL2
clip3	CLIP3
cdo1	CDO1
arpc3	ARPC3
kif20b	KIF20B
actc1	ACTC1
fars2	FARS2
LOC107382895	MXRA5
egflam	EGFLAM
LOC107387858	KLHL11
LOC107383264	RGS1
LOC107379040	GABBR2
ttc38	TTC38
prmt6	PRMT6
LOC107378274	KCNJ2
LOC107396552	ITGA11
fam161b	FAM161B
LOC107377388	PRPF39
zbbx	ZBBX
kdm6b	KDM6B
LOC107395875	LINS1
irf6	IRF6
med23	MED23
sf3a1	SF3A1
syngr2	SYNGR1
tm2d2	TM2D2
LOC107391492	PI16
LOC107377493	SH3BGRL2
arrb1	ARRB1
znf721	ZNF45
LOC107385731	IMPDH1
clpx	CLPX
med6	MED6
rnf222	RNF222
foxd4	FOXD4
hyal2	HYAL2
LOC107379822	CDKL1
LOC107397221	KITLG
deptor	DEPTOR
gsg1	GSG1L
LOC107376718	DLK2
LOC107374439	MYO15B
ppp2r5d	PPP2R5D
LOC107385852	CXXC1
LOC107376140	ELOVL6
LOC107392591	KIAA1522
LOC107386323	DLL1
peak1	PEAK1
mospd1	MOSPD1
LOC107378370	HBG2
LOC107376842	ZNF146
dcakd	DCAKD
yaf2	YAF2
ccdc50	CCDC50
ogfod2	OGFOD2
LOC107374311	TP53INP1
vangl2	VANGL2
LOC107394538	CDCP1
LOC107380024	FAT4
atp2a3	ATP2A2
sbno2	SBNO2
themis2	THEMIS2
LOC107390359	C3
LOC107376845	ZNF569
rnf169	RNF169
tradd	TRADD
LOC107384142	UNC13A
ino80c	INO80C
ddit4	DDIT4
rundc3b	RUNDC3B
nol6	NOL6
LOC107384672	CADM4
hibadh	HIBADH
ctxn1	CTXN2
dhcr24	DHCR24
LOC107376921	CHRNB1
pde6c	PDE6C
pex26	PEX26
slc22a18	SLC22A18
LOC107373061	KNDC1
slc25a26	SLC25A26
LOC107373888	PDGFA
LOC107376862	ZMYM1
LOC107372765	SLC26A11
LOC107393246	TNNI3K
pcdh9	PCDH9
srp72	SRP72
nop56	NOP56
ddx52	DDX52
LOC107395582	AGO4
LOC107394531	DDAH2
LOC107386945	ARFIP2
LOC107386697	CRY1
rttn	RTTN
trnt1	TRNT1
LOC107377778	TLR5
fam114a1	FAM114A1
gtpbp6	GTPBP6
LOC107373340	SMC1B
zbtb8b	ZBTB8B
LOC107374252	CLEC17A
LOC107378228	THBD
ccdc151	CCDC151
LOC107374994	PPP1R3B
c3	C3
cacna1s	CACNA1S
LOC107395275	OR11A1
LOC107395014	TMEM54
LOC107385805	MITF
LOC107394420	COL14A1
LOC107387298	SRCIN1
LOC107387575	CRYGB
sephs1	SEPHS1
nrde2	NRDE2
get4	GET4
lats1	LATS1
ace2	ACE2
LOC107386470	PHLDB1
rps29	RPS29
LOC107380243	N4BP2L1
LOC107382438	MGAT5B
LOC107385579	ASB12
LOC107378147	BCL11B
tstd3	TSTD1
ablim2	ABLIM2
lrp1b	LRP1B
trmt61a	TRMT61A
LOC107390479	ZMYM1
sun2	SUN2
cenpm	CENPM
pou6f1	POU6F1
pccb	PCCB
acta2	ACTA2
LOC107386043	ZDHHC12
LOC107395426	NFIL3
slc3a1	SLC3A1
fbxo33	FBXO33
LOC107386438	CACNA1H
LOC107374326	PLPP4
LOC107388409	SWAP70
mpp7	MPP7
LOC107387094	DLC1
rnf126	RNF126
LOC107373705	PCDHAC2
rbm15	RBM15
capn3	CAPN3
LOC107375911	WNT8B
LOC107377809	FMN1
acta1	ACTC1
mrps16	MRPS16
hn1	HN1
LOC107379901	WDR62
LOC107388275	ASB12
wsb1	WSB1
LOC107395037	C5orf22
cbx1	CBX1
l1cam	L1CAM
atf6	ATF6
LOC107388239	CSNK1E
LOC107390310	TMEM26
LOC107393284	IL12RB2
stk24	STK24
LOC107396444	SPTBN1
gipc3	GIPC3
mrpl37	MRPL37
clul1	CLUL1
mab21l2	MAB21L2
LOC107391091	SYN2
pex5l	PEX5L
LOC107372468	RP5-1187M17.10
LOC107395186	MCTP2
LOC107395124	PRKAR2A
glt1d1	GLT1D1
apex1	APEX1
bcl6b	BCL6
met	MET
pnkp	PNKP
retsat	RETSAT
LOC107391385	IGF1
atp5d	ATP5D
LOC107375047	KCTD16
mpnd	MPND
cyfip1	CYFIP1
LOC107376252	DDX5
LOC107389011	SFTPA2
LOC107387162	P2RY2
nudt19	NUDT19
pcdh15	PCDH15
paip2b	PAIP2B
fyb	FYB
LOC107378383	AANAT
csgr17h19orf60	C19orf60
neto1	NETO1
eps8l2	EPS8L2
LOC107372781	MEI1
LOC107392747	HTR3C
LOC107397292	NGEF
pax6	PAX6
onecut2	ONECUT2
phf3	PHF3
tc2n	TC2N
ube2j1	UBE2J1
efcab7	EFCAB7
lmo3	LMO1
LOC107386020	GLB1L2
LOC107379260	CLEC12B
LOC107391781	STX11
stk16	STK16
LOC107384909	HES5
bsnd	BSND
LOC107381128	CLDN10
arl14ep	ARL14EP
eomes	EOMES
mtfmt	MTFMT
LOC107378702	CSMD3
bsdc1	BSDC1
heatr5b	HEATR5B
cbx6	CBX6
inpp4a	INPP4A
LOC107395017	HARBI1
LOC107389686	FZD5
gosr1	GOSR1
ncapg	NCAPG
rad17	RAD17
LOC107388719	FAM83G
snx13	SNX13
LOC107383317	BTD
acy1	ACY1
LOC107387295	GRB7
LOC107375709	TMEM150A
rhbdl3	RHBDL1
LOC107380000	UCP2
LOC107378230	KRTAP4-3
negr1	NEGR1
LOC107385009	PADI2
rsg1	RSG1
pde6h	PDE6H
fgl1	FGL1
pparg	PPARG
celsr2	CELSR2
aif1l	AIF1L
LOC107389484	DUSP3
spry2	SPRY2
LOC107380777	SH2D4B
LOC107386611	NPM1
LOC107385371	RBCK1
LOC107378098	LRFN5
cpn1	CPN1
kiaa0232	KIAA0232
bod1l1	BOD1L1
tcaim	TCAIM
pgp	PGP
LOC107389801	HEBP2
LOC107397174	ARPP19
LOC107393028	RGS4
gale	GALE
adamtsl5	ADAMTSL5
LOC107393316	DUT
LOC107387171	SIAH2
sh3bp2	SH3BP2
LOC107385561	SRPK1
LOC107394176	DUSP2
LOC107374551	KMO
lamtor4	LAMTOR4
LOC107384213	PRKRIR
snx2	SNX2
LOC107383092	FZD7
nubp1	NUBP1
ankfy1	ANKFY1
donson	DONSON
LOC107390470	CCDC50
hnf1a	HNF1A
LOC107386799	SIPA1L1
cog6	COG6
bco2	BCO2
LOC107385414	CIDEC
LOC107374759	CAMSAP1
LOC107385000	ADIPOR2
LOC107387544	HARBI1
LOC107384911	HES5
kif26b	KIF26B
LOC107386355	EVL
LOC107372896	SFTPD
cep295	CEP295
LOC107373463	ADRA2A
sap130	SAP130
nodal	NODAL
LOC107382435	HIST2H3D
LOC107386685	KCNJ6
kcnh5	KCNH5
LOC107373975	TMC3
tlr2	TLR2
fam98a	FAM98A
zdhhc23	ZDHHC23
LOC107379704	UTS2R
LOC107380766	ATF5
rgcc	RGCC
sncb	SNCB
pou2f1	POU2F1
atp8b2	ATP8B2
LOC107385154	LTF
mrps18b	MRPS18B
LOC107397282	PNPLA7
ppp2r3c	PPP2R3C
LOC107394497	NEURL1
mrps11	MRPS11
LOC107377359	LMLN
LOC107382166	CXCL10
trmt1	TRMT1
abcc10	ABCC10
LOC107382405	ASCL4
LOC107373745	PHF2
LOC107378871	PABPC1
LOC107377719	SLC24A4
LOC107380919	ZNF846
LOC107373369	DUSP12
aldh5a1	ALDH5A1
clasp1	CLASP1
LOC107392973	GGT1
LOC107380820	ACOT1
LOC107382532	RP1
g6pc	G6PC
sema4d	SEMA4D
LOC107378237	MEP1A
LOC107389878	CTSG
LOC107380655	LIM2
kif6	KIF6
slc5a1	SLC5A1
fkbpl	FKBPL
LOC107379525	PRR19
LOC107386741	RIN1
n4bp2	N4BP2
LOC107384313	APBB1IP
sin3b	SIN3B
LOC107397208	DRD1
LOC107384962	COX6C
purb	PURB
LOC107380007	PVRL3
hmgxb3	HMGXB3
LOC107392296	EVL
vapa	VAPA
esyt1	ESYT1
LOC107377190	CYP20A1
acbd6	ACBD6
LOC107380065	CASR
zbtb41	ZBTB41
LOC107392958	ZNF324
LOC107385199	UBA1
anks3	ANKS3
LOC107394017	UNC5C
ca14	CA14
nucks1	NUCKS1
nr2c2	NR2C2
LOC107391566	VWC2
rpl21	RPL21
LOC107391613	COL1A1
LOC107387971	PRSS8
LOC107381558	USP6NL
LOC107397109	ETNK1
LOC107391073	SLMAP
raver2	RAVER2
LOC107381952	FIBIN
mycbp2	MYCBP2
LOC107376968	BTBD18
sf3b2	SF3B2
LOC107383961	PER2
abhd18	ABHD18
LOC107394598	EFNA1
tfb2m	TFB2M
kcnq4	KCNQ4
LOC107375339	HIST1H1E
glo1	GLO1
telo2	TELO2
LOC107392146	TSPEAR
samm50	SAMM50
malt1	MALT1
mga	MGA
nudt2	NUDT2
LOC107391881	NAT8
LOC107378892	SIM1
LOC107380234	NBEA
hsdl2	HSDL2
LOC107394924	ZMYM4
eif4g1	EIF4G1
LOC107390847	ADCY6
gnl3l	GNL3L
prtg	PRTG
kcnf1	KCNF1
gpr50	MTNR1A
LOC107395819	EPHA6
LOC107388877	PRRT4
LOC107373760	HOXA13
prkcq	PRKCQ
LOC107390631	TAS1R1
pcsk1	PCSK1
LOC107382057	CDHR5
LOC107380581	CASR
cpd	CPD
LOC107386135	CTC-534A2.2
csgr19h1orf43	C1orf43
ptcd3	PTCD3
fbln5	FBLN5
LOC107388615	TSPAN18
LOC107377391	FN1
LOC107396154	RTL1
LOC107375869	MTRF1L
LOC107379394	APOC2
LOC107374005	KIAA0930
LOC107390306	NME2
LOC107379319	SPTAN1
rgl4	RGL1
LOC107389068	MTSS1L
pm20d1	PM20D1
LOC107383442	ITGB1
rgs7	RGS7
mpdz	MPDZ
atg10	ATG10
LOC107383454	APOO
ankh	ANKH
nfatc2ip	NFATC2IP
scly	SCLY
LOC107395810	SEC14L2
LOC107379601	S100G
LOC107380910	ZNF569
usp42	USP42
lmnb1	LMNB1
gpr18	GPR18
yeats2	YEATS2
dicer1	DICER1
cd27	CD27
sars	SARS
csgr04h1orf131	C1orf131
agpat5	AGPAT5
LOC107397023	ASIC2
LOC107375330	RAB33B
draxin	DRAXIN
LOC107396323	DNAJB12
gnrh2	GNRH2
tenm1	TENM1
LOC107378919	HAMP
LOC107376990	N4BP1
csgr13h12orf73	EFCAB10
LOC107374153	GFRA2
LOC107396793	TRIM21
gskip	GSKIP
LOC107388499	MAG
LOC107376997	HTR2A
LOC107376890	ZBED4
LOC107376792	MYLK
vipr1	VIPR1
LOC107396537	GFRA1
hrh1	HRH1
setd3	SETD3
slc6a15	SLC6A15
LOC107396279	KCNH4
LOC107385526	TGIF2
LOC107387265	ZNF568
csgr09h6orf136	C6orf136
LOC107387646	KLHDC1
dus3l	DUS3L
LOC107389199	CALB2
daw1	DAW1
slc17a6	SLC17A6
LOC107373256	ZNF235
fam167b	FAM167A
LOC107384408	HORMAD1
LOC107378632	SERINC1
LOC107396995	PDCD7
LOC107385891	OR2M5
mlycd	MLYCD
LOC107380978	SPAG17
LOC107396630	BOK
LOC107377676	TMEM57
LOC107377927	CPSF3
LOC107389023	ICAM1
LOC107388417	GALR2
tmem38a	TMEM38A
LOC107376634	IER2
tyro3	TYRO3
med25	MED25
LOC107388589	CCDC136
LOC107394062	MPEG1
nrip1	NRIP1
kif13b	KIF13B
LOC107397301	ZNF235
LOC107379485	MSN
LOC107374441	ZNF708
homer3	HOMER3
dnajc6	DNAJC6
cir1	CIR1
cdk5r1	CDK5R1
rhobtb3	RHOBTB3
LOC107393229	FYCO1
tnk1	TNK2
svbp	SVBP
lrrtm4	LRRTM4
LOC107387379	SSBP1
LOC107388463	CHCHD6
rcc1	RCC1
LOC107385163	TGFA
LOC107391338	MAPK12
gnl2	GNL2
ilf2	ILF2
pkig	PKIG
LOC107385035	TNNI1
LOC107392606	EIF4E
LOC107396419	MITF
LOC107377377	ADRA2C
LOC107377829	RGS7
LOC107394749	FGFR1
LOC107375575	GLYATL3
LOC107385136	TUSC2
LOC107387219	CBL
LOC107393739	PRLHR
LOC107394295	AFMID
LOC107394330	GRIA3
cyld	CYLD
enosf1	ENOSF1
zdhhc4	ZDHHC4
haus2	HAUS2
LOC107391824	AOC3
nsmce1	NSMCE1
kcnb2	KCNB2
rnpc3	RNPC3
prkg1	PRKG1
LOC107383530	TMEM14C
LOC107372611	GIT1
epas1	EPAS1
toe1	TOE1
dcx	DCX
plekhb2	PLEKHB2
dgkk	DGKD
rnf43	RNF43
LOC107377841	SLC22A2
LOC107383906	FOXC1
LOC107388832	CD9
LOC107383079	COL15A1
fuk	FUK
LOC107375115	EHMT1
nrbp2	NRBP2
LOC107383943	PRKAG2
LOC107392206	CTSV
nup98	NUP98
LOC107374288	IL10RB
LOC107380311	DSCAML1
LOC107380841	FMNL2
prkaa1	PRKAA1
ddx41	DDX41
ubash3b	UBASH3B
cplx4	CPLX4
ephx4	EPHX4
LOC107375584	EYS
LOC107382198	GRIN2B
LOC107383601	EPS15L1
tnfrsf21	TNFRSF21
mapk8ip1	MAPK8IP1
msantd2	MSANTD2
mst1r	MST1R
musk	MUSK
LOC107393803	OPN5
kntc1	KNTC1
LOC107384473	EPHB3
LOC107386144	SPIN1
gusb	GUSB
LOC107388030	SPSB3
LOC107372586	ZBED1
LOC107375235	CNGA1
sec23ip	SEC23IP
LOC107378066	OPN5
aimp2	AIMP2
kif23	KIF23
LOC107384392	FZR1
ttr	TTR
LOC107381832	DENND4A
LOC107384049	BHLHE40
gmps	GMPS
LOC107388733	CYP11A1
gnmt	GNMT
nefl	NEFL
gsx2	GSX2
wdr19	WDR19
LOC107390175	PKD1L3
LOC107386724	ADGRG4
mgrn1	MGRN1
ncbp2	NCBP2
samd13	SAMD13
gpr108	GPR108
ccdc96	CCDC96
gigyf1	GIGYF1
LOC107376755	TMIGD2
LOC107380081	PRKRIR
msrb3	MSRB3
LOC107393896	SV2C
prdx2	PRDX2
rbp5	RBP1
zcchc9	ZCCHC9
LOC107391916	EHD4
ptx3	PTX3
LOC107384469	SH2D1A
LOC107379480	CLMP
LOC107388025	NOG
LOC107388863	GRM3
pcnp	PCNP
mtmr6	MTMR6
LOC107384462	LHX8
qser1	QSER1
ubald1	UBALD2
LOC107378322	UBL3
gtf3a	GTF3A
LOC107374071	MEF2C
csgr12h16orf62	C16orf62
LOC107389439	CRYGB
LOC107391486	SPTAN1
LOC107376903	ZNF638
nufip1	NUFIP1
arhgef1	ARHGEF1
LOC107391205	COL2A1
sirt3	SIRT3
nrp1	NRP1
ccnt1	CCNT1
LOC107373319	ZNF146
LOC107384187	FITM1
LOC107372628	ENTPD6
alad	ALAD
LOC107393688	CYP1A1
LOC107384726	PDE5A
LOC107384421	NOS1AP
dbi	DBI
acot8	ACOT8
LOC107381489	EMILIN1
cntn3	CNTN3
LOC107393021	RGS1
LOC107377267	TXN
dock7	DOCK7
gpr157	GPR157
fam163a	FAM163A
LOC107374197	TBC1D14
cdk5	CDK5
LOC107388597	PRKAR2B
LOC107374224	CYP2J2
LOC107373035	ZNF235
LOC107397290	SST
alox5ap	ALOX5AP
LOC107382717	PARD3
atp8a2	ATP8A2
hic1	HIC1
fli1	FLI1
synpr	SYNPR
LOC107391357	SLC38A3
LOC107390928	CSAD
LOC107392674	LRRC15
cmtm3	CMTM3
btf3l4	BTF3L4
LOC107378961	IFITM3
LOC107391509	CD300A
plekhh2	PLEKHH2
LOC107380804	MAST4
ankrd53	ANKRD53
LOC107388253	HBZ
zcchc17	ZCCHC17
ndufb5	NDUFB5
atxn1	ATXN1
LOC107377568	FBXO30
LOC107391060	DOCK3
LOC107377117	SLC12A3
LOC107396895	ZNF732
LOC107393269	DOK7
cish	CISH
LOC107374846	CEBPE
bmp7	BMP7
LOC107387684	HS3ST3A1
fam188a	FAM188A
zfpm1	ZFPM1
bcorl1	BCOR
tctn3	TCTN3
LOC107388553	PDIA2
hdac7	HDAC7
adamts6	ADAMTS6
LOC107396782	CLEC17A
LOC107396737	SIGLEC1
siglec10	SIGLEC10
pfas	PFAS
LOC107380457	REG1B
LOC107389745	RAB33B
LOC107392790	DAB2
LOC107391511	ARL8A
LOC107391104	BICD2
LOC107385636	RBMS2
LOC107376378	NPTXR
mc1r	MC1R
psme3	PSME3
LOC107393192	TLE4
LOC107378732	TMEM65
chrdl2	CHRDL2
dnaja2	DNAJA2
LOC107376947	SLC14A1
LOC107391116	MAP3K12
LOC107394858	PSMB7
cpsf4	CPSF4
cldn12	CLDN12
suds3	SUDS3
ndufaf7	NDUFAF7
pfkfb2	PFKFB2
adap2	ADAP2
LOC107373483	HARBI1
LOC107376813	FHDC1
wdr78	WDR78
tnfrsf11b	TNFRSF11B
slc30a6	SLC30A6
LOC107375933	CCSER2
LOC107374656	ZSCAN29
rims3	RIMS3
LOC107374105	PCDHGA11
LOC107393942	ACADVL
ndufa9	NDUFA9
usp3	USP3
LOC107386866	NF2
dcst2	DCST2
LOC107397363	UTS2R
LOC107396715	UNC13D
LOC107379179	TAC1
tbc1d2b	TBC1D2B
ankrd39	ANKRD39
erbin	ERBB2IP
LOC107376805	EDNRA
akap11	AKAP11
parp9	PARP9
LOC107382648	RAB18
szt2	SZT2
gmnn	GMNN
LOC107373274	MRPS35
LOC107383718	TMEFF1
ppp4r3b	PPP4R3B
LOC107389949	FRMPD4
ggt1	GGT1
LOC107395165	ZNF595
LOC107377208	CTDSP1
fastk	FASTK
ccar1	CCAR1
LOC107381744	MORF4L1
LOC107382736	ACTR3
papd4	PAPD4
rnf40	RNF40
ankrd11	ANKRD11
LOC107394638	LMX1B
LOC107380339	SCN3B
ptchd3	PTCHD3
LOC107382423	STX3
LOC107391350	GSTA4
slc6a8	SLC6A8
map2k5	MAP2K5
tmem134	TMEM134
atat1	ATAT1
erlec1	ERLEC1
LOC107378186	VSNL1
cinp	CINP
LOC107380425	HERC6
LOC107382658	PFKP
fam160a1	FAM160A1
rpl5	RPL5
LOC107372916	ARRB2
unc93b1	UNC93B1
lgr6	LGR6
gdf6	GDF6
LOC107375039	CDIP1
LOC107375214	HIC2
LOC107390694	ESPNL
tbca	TBCA
LOC107380570	CASR
lzic	LZIC
alx3	ALX3
prrg2	PRRG4
fbxo25	FBXO25
LOC107382245	S1PR1
nop2	NOP2
bcl10	BCL10
LOC107373493	ZNF879
LOC107375366	EIF2AK2
LOC107376142	SRRM5
rxfp1	RXFP1
tox3	TOX3
LOC107373731	APAF1
LOC107378580	METTL2A
LOC107391445	SNPH
LOC107381217	COX18
p2rx7	P2RX7
ubb	UBB
LOC107386790	DPYSL3
LOC107392303	HTRA2
LOC107375783	KNDC1
mettl15	METTL15
polr2m	POLR2M
LOC107395903	GFRA1
ddhd2	DDHD2
LOC107390412	MAGI3
LOC107395381	ZAN
LOC107388859	GCSH
LOC107381268	DHDH
LOC107390555	NLRC3
LOC107379067	TUBA1C
LOC107382457	MAL
LOC107375512	CDC42EP3
LOC107383995	SELT
khdrbs3	KHDRBS3
LOC107388319	EIF4G2
btbd6	BTBD6
cckar	CCKAR
LOC107380934	CRYGB
LOC107374646	MYO5B
chid1	CHID1
LOC107379285	FAT1
spata5l1	SPATA5L1
LOC107395432	TMEM132D
LOC107392009	RPS6KA5
LOC107377747	GJA3
acsbg2	ACSBG2
LOC107378261	EMILIN1
ninj1	NINJ1
lmo4	LMO4
LOC107393418	LAMA3
dpf2	DPF2
LOC107389821	ME3
mtap	MTAP
LOC107390702	COL8A1
aes	TLE4
chdh	CHDH
enpp2	ENPP2
taf6l	TAF6L
ercc1	ERCC1
LOC107394755	STC1
wfdc1	WFDC1
LOC107377665	ZP2
LOC107383782	LPIN2
swi5	SWI5
LOC107375898	HOXA10-HOXA9
LOC107389887	NQO2
aig1	AIG1
LOC107383114	PDHA1
LOC107384113	ITGA6
tmem47	TMEM47
LOC107372849	CASR
tmc1	TMC2
LOC107381553	TPM3
dram2	DRAM2
fgf22	FGF10
tbcel	TBCEL
sub1	SUB1
syt14	SYT14
phtf1	PHTF1
tmem158	TMEM158
LOC107373593	PGBD4
LOC107378501	CLDN4
LOC107372800	TSHZ1
adra1b	ADRA1B
LOC107391390	FAM83F
LOC107379750	THEM4
otol1	OTOL1
atxn7l1	ATXN7L1
LOC107388573	SFRP2
mpdu1	MPDU1
minos1	MINOS1
LOC107391497	DNASE1L3
LOC107394137	PLPP1
LOC107393103	ILF3
LOC107389855	FAM155A
map3k15	MAP3K15
csgr09h14orf119	C14orf119
LOC107387910	ZNF281
LOC107375653	STMN2
scube1	SCUBE1
csgalnact2	CSGALNACT2
pou3f1	POU3F4
znf622	ZNF622
LOC107384079	FNDC7
LOC107396868	PRPS1
zfp64	ZFP64
rax	RAX
chrm4	CHRM4
rap2b	RAP2B
LOC107397390	MED26
gdpd2	GDPD5
LOC107373394	SCD
LOC107388525	ERC1
LOC107385134	HYAL2
LOC107377348	IRS1
slc26a1	SLC26A2
LOC107378771	GRINA
rnps1	RNPS1
ssfa2	SSFA2
LOC107389233	CYB5R2
LOC107378314	PTGFR
LOC107382286	PELI1
LOC107387059	TRPV1
ubl7	UBL7
tbl1xr1	TBL1XR1
rps10	RPS10
crispld2	CRISPLD2
nr2f6	NR2F6
LOC107376256	MYH10
LOC107396386	VCAN
eif3m	EIF3M
ube2d2	UBE2D2
LOC107379095	PLA2R1
ybx2	YBX2
aste1	ASTE1
aff3	AFF3
ranbp9	RANBP9
LOC107379062	RGMA
apoo	APOO
pptc7	PPTC7
LOC107378151	CCDC85C
LOC107385497	MSI1
thumpd2	THUMPD2
nedd9	NEDD9
rpain	RPAIN
LOC107381304	MAFB
LOC107381545	ALPK3
LOC107373614	NSUN7
LOC107385678	STAT3
kctd6	KCTD6
LOC107391994	SLC5A6
daam1	DAAM1
LOC107385840	BIN2
sarnp	SARNP
LOC107395200	WIPF2
LOC107395666	BAALC
erp27	ERP27
LOC107390300	CSF3
LOC107390064	FRMPD1
camta1	CAMTA1
LOC107378571	DTX2
LOC107388850	DNAJA2
LOC107387917	ATXN7L3
tbc1d7	TBC1D7
sgcb	SGCB
cd34	CD34
lrrc4c	LRRC4C
LOC107389477	TNNT3
nup214	NUP214
ddx23	DDX23
LOC107378144	HUNK
pik3c2g	PIK3C2G
slc12a9	SLC12A9
psmc5	PSMC5
fndc4	FNDC4
phldb3	PHLDB3
LOC107384566	RALB
LOC107389838	APP
LOC107373515	DNMT3B
LOC107379796	IRF2BP2
hs6st1	HS6ST1
LOC107381343	DKK3
LOC107380944	SPAG17
tmod3	TMOD3
LOC107390830	PFKM
LOC107395693	ACHE
LOC107386164	KAZALD1
thbs4	THBS4
skiv2l	SKIV2L
scrt1	SCRT2
vps33b	VPS33B
dus4l	DUS4L
hspb6	HSPB6
glt8d2	GLT8D2
klc4	KLC1
LOC107394231	SELM
LOC107384138	CDC34
vps51	VPS51
nudt7	NUDT7
gnpda2	GNPDA2
ndufa11	NDUFA11
ambra1	AMBRA1
LOC107387743	NLRC3
dkk3	DKK3
mapk4	MAPK4
LOC107374949	FNBP1
mfsd13a	MFSD13A
znhit2	ZNHIT2
LOC107383143	TUBB6
LOC107374429	C6
LOC107376852	REG1A
LOC107377273	SLC7A8
LOC107393652	SLC20A1
LOC107375508	RIN2
cwc25	CWC25
LOC107396339	AVPR1A
LOC107396138	TLX3
LOC107386702	HSPA4
LOC107374623	AK6
slc24a3	SLC24A3
LOC107373151	OR13C2
LOC107396696	SLAIN2
LOC107375315	CLK4
rasal1	RASAL1
lix1	LIX1
LOC107386419	ZDHHC23
LOC107392616	CLCC1
LOC107385887	GALR2
LOC107383635	OR11A1
LOC107384596	F10
LOC107373822	STXBP1
LOC107373234	OR1C1
LOC107372345	A3GALT2
slc9a3	SLC9A3
LOC107375629	ERCC6
csgr18h9orf78	C9orf78
LOC107387929	NDUFA4
LOC107375127	GLUL
tank	TANK
LOC107396800	B4GALT1
rpl32	RPL32
tmprss15	TMPRSS15
elavl4	ELAVL4
LOC107378160	MID1IP1
